Date,Flight Number,From,To
13-10-2024,PA006,Tokyo,London
13-10-2024,PA007,New York,Perth
13-10-2024,PA009,New York,Tokyo
13-10-2024,PA010,Tokyo,New York
13-10-2024,PA011,Perth,Tokyo
13-10-2024,PA012,Tokyo,Perth
14-10-2024,PA001,London,New York
14-10-2024,PA005,London,Tokyo
14-10-2024,PA006,Tokyo,London
14-10-2024,PA007,New York,Perth
14-10-2024,PA009,New York,Tokyo
14-10-2024,PA010,Tokyo,New York
14-10-2024,PA011,Perth,Tokyo
15-10-2024,PA004,Perth,London
15-10-2024,PA007,New York,Perth
15-10-2024,PA008,Perth,New York
15-10-2024,PA009,New York,Tokyo
15-10-2024,PA010,Tokyo,New York
15-10-2024,PA012,Tokyo,Perth
16-10-2024,PA001,London,New York
16-10-2024,PA002,New York,London
16-10-2024,PA005,London,Tokyo
16-10-2024,PA006,Tokyo,London
16-10-2024,PA008,Perth,New York
16-10-2024,PA010,Tokyo,New York
16-10-2024,PA011,Perth,Tokyo
16-10-2024,PA012,Tokyo,Perth
17-10-2024,PA001,London,New York
17-10-2024,PA003,London,Perth
17-10-2024,PA005,London,Tokyo
17-10-2024,PA007,New York,Perth
17-10-2024,PA009,New York,Tokyo
17-10-2024,PA010,Tokyo,New York
18-10-2024,PA001,London,New York
18-10-2024,PA002,New York,London
18-10-2024,PA003,London,Perth
18-10-2024,PA004,Perth,London
18-10-2024,PA006,Tokyo,London
18-10-2024,PA007,New York,Perth
18-10-2024,PA008,Perth,New York
18-10-2024,PA009,New York,Tokyo
18-10-2024,PA010,Tokyo,New York
19-10-2024,PA001,London,New York
19-10-2024,PA002,New York,London
19-10-2024,PA004,Perth,London
19-10-2024,PA006,Tokyo,London
19-10-2024,PA007,New York,Perth
19-10-2024,PA009,New York,Tokyo
19-10-2024,PA010,Tokyo,New York
20-10-2024,PA001,London,New York
20-10-2024,PA002,New York,London
20-10-2024,PA003,London,Perth
20-10-2024,PA004,Perth,London
20-10-2024,PA005,London,Tokyo
20-10-2024,PA006,Tokyo,London
20-10-2024,PA009,New York,Tokyo
20-10-2024,PA011,Perth,Tokyo
21-10-2024,PA001,London,New York
21-10-2024,PA003,London,Perth
21-10-2024,PA004,Perth,London
21-10-2024,PA008,Perth,New York
21-10-2024,PA010,Tokyo,New York
22-10-2024,PA001,London,New York
22-10-2024,PA002,New York,London
22-10-2024,PA004,Perth,London
22-10-2024,PA005,London,Tokyo
22-10-2024,PA006,Tokyo,London
22-10-2024,PA007,New York,Perth
22-10-2024,PA008,Perth,New York
22-10-2024,PA011,Perth,Tokyo
22-10-2024,PA012,Tokyo,Perth
23-10-2024,PA001,London,New York
23-10-2024,PA002,New York,London
23-10-2024,PA003,London,Perth
23-10-2024,PA007,New York,Perth
23-10-2024,PA009,New York,Tokyo
24-10-2024,PA002,New York,London
24-10-2024,PA003,London,Perth
24-10-2024,PA005,London,Tokyo
24-10-2024,PA009,New York,Tokyo
24-10-2024,PA010,Tokyo,New York
24-10-2024,PA011,Perth,Tokyo
24-10-2024,PA012,Tokyo,Perth
25-10-2024,PA001,London,New York
25-10-2024,PA004,Perth,London
25-10-2024,PA005,London,Tokyo
25-10-2024,PA006,Tokyo,London
25-10-2024,PA007,New York,Perth
25-10-2024,PA008,Perth,New York
25-10-2024,PA010,Tokyo,New York
25-10-2024,PA011,Perth,Tokyo
25-10-2024,PA012,Tokyo,Perth
26-10-2024,PA001,London,New York
26-10-2024,PA002,New York,London
26-10-2024,PA004,Perth,London
26-10-2024,PA008,Perth,New York
27-10-2024,PA002,New York,London
27-10-2024,PA003,London,Perth
27-10-2024,PA005,London,Tokyo
27-10-2024,PA006,Tokyo,London
27-10-2024,PA008,Perth,New York
27-10-2024,PA010,Tokyo,New York
27-10-2024,PA012,Tokyo,Perth
28-10-2024,PA003,London,Perth
28-10-2024,PA005,London,Tokyo
28-10-2024,PA006,Tokyo,London
28-10-2024,PA008,Perth,New York
28-10-2024,PA010,Tokyo,New York
28-10-2024,PA012,Tokyo,Perth
29-10-2024,PA001,London,New York
29-10-2024,PA002,New York,London
29-10-2024,PA003,London,Perth
29-10-2024,PA004,Perth,London
29-10-2024,PA007,New York,Perth
29-10-2024,PA010,Tokyo,New York
30-10-2024,PA001,London,New York
30-10-2024,PA003,London,Perth
30-10-2024,PA005,London,Tokyo
30-10-2024,PA006,Tokyo,London
30-10-2024,PA008,Perth,New York
30-10-2024,PA009,New York,Tokyo
30-10-2024,PA010,Tokyo,New York
30-10-2024,PA011,Perth,Tokyo
31-10-2024,PA002,New York,London
31-10-2024,PA005,London,Tokyo
31-10-2024,PA006,Tokyo,London
31-10-2024,PA008,Perth,New York
31-10-2024,PA009,New York,Tokyo
31-10-2024,PA010,Tokyo,New York
31-10-2024,PA011,Perth,Tokyo
31-10-2024,PA012,Tokyo,Perth
01-11-2024,PA001,London,New York
01-11-2024,PA003,London,Perth
01-11-2024,PA009,New York,Tokyo
01-11-2024,PA010,Tokyo,New York
01-11-2024,PA011,Perth,Tokyo
01-11-2024,PA012,Tokyo,Perth
02-11-2024,PA002,New York,London
02-11-2024,PA005,London,Tokyo
02-11-2024,PA006,Tokyo,London
02-11-2024,PA007,New York,Perth
02-11-2024,PA008,Perth,New York
02-11-2024,PA009,New York,Tokyo
02-11-2024,PA010,Tokyo,New York
02-11-2024,PA011,Perth,Tokyo
02-11-2024,PA012,Tokyo,Perth
03-11-2024,PA001,London,New York
03-11-2024,PA007,New York,Perth
03-11-2024,PA008,Perth,New York
03-11-2024,PA012,Tokyo,Perth
04-11-2024,PA001,London,New York
04-11-2024,PA002,New York,London
04-11-2024,PA003,London,Perth
04-11-2024,PA004,Perth,London
04-11-2024,PA007,New York,Perth
04-11-2024,PA008,Perth,New York
04-11-2024,PA009,New York,Tokyo
04-11-2024,PA010,Tokyo,New York
04-11-2024,PA011,Perth,Tokyo
04-11-2024,PA012,Tokyo,Perth
05-11-2024,PA001,London,New York
05-11-2024,PA002,New York,London
05-11-2024,PA003,London,Perth
05-11-2024,PA005,London,Tokyo
05-11-2024,PA007,New York,Perth
05-11-2024,PA008,Perth,New York
05-11-2024,PA009,New York,Tokyo
05-11-2024,PA010,Tokyo,New York
05-11-2024,PA011,Perth,Tokyo
06-11-2024,PA001,London,New York
06-11-2024,PA003,London,Perth
06-11-2024,PA005,London,Tokyo
06-11-2024,PA006,Tokyo,London
06-11-2024,PA007,New York,Perth
06-11-2024,PA009,New York,Tokyo
06-11-2024,PA010,Tokyo,New York
06-11-2024,PA011,Perth,Tokyo
07-11-2024,PA004,Perth,London
07-11-2024,PA006,Tokyo,London
07-11-2024,PA007,New York,Perth
07-11-2024,PA008,Perth,New York
07-11-2024,PA012,Tokyo,Perth
08-11-2024,PA002,New York,London
08-11-2024,PA003,London,Perth
08-11-2024,PA005,London,Tokyo
08-11-2024,PA007,New York,Perth
08-11-2024,PA008,Perth,New York
08-11-2024,PA009,New York,Tokyo
09-11-2024,PA001,London,New York
09-11-2024,PA002,New York,London
09-11-2024,PA005,London,Tokyo
09-11-2024,PA010,Tokyo,New York
09-11-2024,PA012,Tokyo,Perth
10-11-2024,PA006,Tokyo,London
10-11-2024,PA007,New York,Perth
10-11-2024,PA008,Perth,New York
10-11-2024,PA009,New York,Tokyo
10-11-2024,PA010,Tokyo,New York
10-11-2024,PA011,Perth,Tokyo
11-11-2024,PA001,London,New York
11-11-2024,PA003,London,Perth
11-11-2024,PA004,Perth,London
11-11-2024,PA005,London,Tokyo
11-11-2024,PA006,Tokyo,London
11-11-2024,PA008,Perth,New York
11-11-2024,PA009,New York,Tokyo
11-11-2024,PA011,Perth,Tokyo
12-11-2024,PA002,New York,London
12-11-2024,PA003,London,Perth
12-11-2024,PA005,London,Tokyo
12-11-2024,PA006,Tokyo,London
12-11-2024,PA008,Perth,New York
12-11-2024,PA009,New York,Tokyo
12-11-2024,PA010,Tokyo,New York
13-11-2024,PA001,London,New York
13-11-2024,PA003,London,Perth
13-11-2024,PA006,Tokyo,London
13-11-2024,PA010,Tokyo,New York
13-11-2024,PA011,Perth,Tokyo
14-11-2024,PA001,London,New York
14-11-2024,PA002,New York,London
14-11-2024,PA004,Perth,London
14-11-2024,PA010,Tokyo,New York
14-11-2024,PA011,Perth,Tokyo
15-11-2024,PA001,London,New York
15-11-2024,PA003,London,Perth
15-11-2024,PA008,Perth,New York
15-11-2024,PA012,Tokyo,Perth
16-11-2024,PA004,Perth,London
16-11-2024,PA007,New York,Perth
16-11-2024,PA008,Perth,New York
16-11-2024,PA009,New York,Tokyo
17-11-2024,PA001,London,New York
17-11-2024,PA007,New York,Perth
17-11-2024,PA009,New York,Tokyo
17-11-2024,PA010,Tokyo,New York
17-11-2024,PA012,Tokyo,Perth
18-11-2024,PA005,London,Tokyo
18-11-2024,PA011,Perth,Tokyo
18-11-2024,PA012,Tokyo,Perth
19-11-2024,PA001,London,New York
19-11-2024,PA002,New York,London
19-11-2024,PA005,London,Tokyo
19-11-2024,PA006,Tokyo,London
19-11-2024,PA007,New York,Perth
20-11-2024,PA007,New York,Perth
20-11-2024,PA009,New York,Tokyo
20-11-2024,PA010,Tokyo,New York
20-11-2024,PA011,Perth,Tokyo
